4.4721 	WARNING 	User requested fullscreen with size [1280  800], but screen is actually [1920, 1200]. Using actual size
5.1731 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x00000167E738AAF0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x00000167E7FF35B0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1920, 1200]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.1734 	EXP 	window1: mouseVisible = True
5.1734 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
5.1735 	EXP 	window1: recordFrameIntervals = False
5.3399 	EXP 	window1: recordFrameIntervals = True
5.5414 	EXP 	Screen (0) actual frame rate measured at 59.85Hz
5.5414 	EXP 	window1: recordFrameIntervals = False
6.9544 	EXP 	Created Fixation = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='Fixation', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
6.9571 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([-1.    ,  0.0039, -1.    ]), fillColorSpace='rgb', fillRGB=array([-1.    ,  0.0039, -1.    ]), interpolate=True, lineColor=array([-1.    ,  0.0039, -1.    ]), lineColorSpace='rgb', lineRGB=array([-1.    ,  0.0039, -1.    ]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
7.2876 	EXP 	Sound sound_1 set volume 1.000
7.3572 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
7.3808 	EXP 	window1: mouseVisible = True
7.3858 	EXP 	Imported Data/ib_cons.xlsx as conditions, 20 conditions, 3 params
7.3867 	EXP 	Created sequence: random, trialTypes=20, nReps=5, seed=None
7.3869 	EXP 	New trial (rep=0, index=0): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
7.4070 	EXP 	textbox: autoLog = True
7.4070 	EXP 	Fixation: autoDraw = True
12.4064 	EXP 	Fixation: autoDraw = False
14.3896 	EXP 	polygon: autoDraw = True
14.8593 	DATA 	Keypress: space
14.8723 	EXP 	Fixation: autoDraw = False
14.8723 	EXP 	polygon: autoDraw = False
15.2561 	EXP 	Sound sound_1 started
15.7207 	EXP 	Sound sound_1 stopped
15.7390 	EXP 	text: autoDraw = True
15.7390 	EXP 	textbox: autoDraw = True
16.9391 	DATA 	Keypress: 1
17.1892 	DATA 	Keypress: 0
17.3891 	DATA 	Keypress: 0
18.4058 	DATA 	Mouse: Left button down, pos=(998,269)
18.4076 	EXP 	New trial (rep=0, index=1): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
18.4222 	EXP 	text: autoDraw = False
18.4222 	EXP 	textbox: autoDraw = False
18.4222 	EXP 	Fixation: autoDraw = True
18.6237 	DATA 	Mouse:  Left button up, pos=(998,269)
23.4220 	EXP 	Fixation: autoDraw = False
25.4055 	EXP 	polygon: autoDraw = True
26.0408 	DATA 	Keypress: space
26.0555 	EXP 	Fixation: autoDraw = False
26.0555 	EXP 	polygon: autoDraw = False
26.4387 	EXP 	Sound sound_1 started
26.9146 	EXP 	Sound sound_1 reached end of file
26.9229 	EXP 	text: autoDraw = True
26.9229 	EXP 	textbox: autoDraw = True
27.4248 	DATA 	Keypress: 0
28.1080 	DATA 	Keypress: backspace
28.3415 	DATA 	Keypress: 2
28.4748 	DATA 	Keypress: 0
28.7079 	DATA 	Keypress: 0
29.6247 	DATA 	Mouse: Left button down, pos=(1014,243)
29.6259 	EXP 	New trial (rep=0, index=2): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
29.6412 	EXP 	text: autoDraw = False
29.6412 	EXP 	textbox: autoDraw = False
29.6412 	EXP 	Fixation: autoDraw = True
29.8420 	DATA 	Mouse:  Left button up, pos=(1014,243)
34.6407 	EXP 	Fixation: autoDraw = False
36.6241 	EXP 	polygon: autoDraw = True
37.0929 	DATA 	Keypress: space
37.1072 	EXP 	Fixation: autoDraw = False
37.1072 	EXP 	polygon: autoDraw = False
37.4906 	EXP 	Sound sound_1 started
37.9638 	EXP 	Sound sound_1 reached end of file
37.9721 	EXP 	text: autoDraw = True
37.9721 	EXP 	textbox: autoDraw = True
38.3235 	DATA 	Keypress: 3
38.4723 	DATA 	Keypress: 0
38.6401 	DATA 	Keypress: 0
39.6899 	DATA 	Mouse: Left button down, pos=(1014,243)
39.6909 	EXP 	New trial (rep=0, index=3): {'delay': 0.7, 'freq': 400, 'condition': 'unexp'}
39.7062 	EXP 	text: autoDraw = False
39.7062 	EXP 	textbox: autoDraw = False
39.7062 	EXP 	Fixation: autoDraw = True
39.9082 	DATA 	Mouse:  Left button up, pos=(1014,243)
44.7059 	EXP 	Fixation: autoDraw = False
46.6891 	EXP 	polygon: autoDraw = True
47.1739 	DATA 	Keypress: space
47.2059 	EXP 	Fixation: autoDraw = False
47.2059 	EXP 	polygon: autoDraw = False
47.8894 	EXP 	Sound sound_1 started
48.3639 	EXP 	Sound sound_1 reached end of file
48.3723 	EXP 	text: autoDraw = True
48.3723 	EXP 	textbox: autoDraw = True
48.5940 	DATA 	Keypress: 5
48.6745 	DATA 	Keypress: 0
48.8772 	DATA 	Keypress: 0
50.6078 	DATA 	Mouse: Left button down, pos=(1014,243)
50.6090 	EXP 	New trial (rep=0, index=4): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
50.6240 	EXP 	text: autoDraw = False
50.6240 	EXP 	textbox: autoDraw = False
50.6240 	EXP 	Fixation: autoDraw = True
50.8419 	DATA 	Mouse:  Left button up, pos=(1014,243)
55.6237 	EXP 	Fixation: autoDraw = False
57.6073 	EXP 	polygon: autoDraw = True
58.3259 	DATA 	Keypress: space
58.3406 	EXP 	Fixation: autoDraw = False
58.3406 	EXP 	polygon: autoDraw = False
58.4235 	EXP 	Sound sound_1 started
58.8942 	EXP 	Sound sound_1 reached end of file
58.9051 	EXP 	text: autoDraw = True
58.9051 	EXP 	textbox: autoDraw = True
59.3220 	DATA 	Keypress: 1
59.7560 	DATA 	Keypress: 5
59.8898 	DATA 	Keypress: 0
61.2921 	DATA 	Mouse: Left button down, pos=(1014,243)
61.3063 	EXP 	New trial (rep=0, index=5): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
61.3217 	EXP 	text: autoDraw = False
61.3217 	EXP 	textbox: autoDraw = False
61.3217 	EXP 	Fixation: autoDraw = True
61.5062 	DATA 	Mouse:  Left button up, pos=(1014,243)
66.3215 	EXP 	Fixation: autoDraw = False
68.3049 	EXP 	polygon: autoDraw = True
68.9737 	DATA 	Keypress: space
68.9882 	EXP 	Fixation: autoDraw = False
68.9882 	EXP 	polygon: autoDraw = False
69.0713 	EXP 	Sound sound_1 started
69.5398 	EXP 	Sound sound_1 stopped
69.5550 	EXP 	text: autoDraw = True
69.5550 	EXP 	textbox: autoDraw = True
69.9892 	DATA 	Keypress: 2
70.1063 	DATA 	Keypress: 0
70.3224 	DATA 	Keypress: 0
71.6087 	DATA 	Mouse: Left button down, pos=(1014,243)
71.6227 	EXP 	New trial (rep=0, index=6): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
71.6382 	EXP 	text: autoDraw = False
71.6382 	EXP 	textbox: autoDraw = False
71.6382 	EXP 	Fixation: autoDraw = True
71.8226 	DATA 	Mouse:  Left button up, pos=(1014,243)
76.6381 	EXP 	Fixation: autoDraw = False
78.6213 	EXP 	polygon: autoDraw = True
79.1566 	DATA 	Keypress: space
79.1715 	EXP 	Fixation: autoDraw = False
79.1715 	EXP 	polygon: autoDraw = False
79.2546 	EXP 	Sound sound_1 started
79.7206 	EXP 	Sound sound_1 reached end of file
79.7382 	EXP 	text: autoDraw = True
79.7382 	EXP 	textbox: autoDraw = True
80.3381 	DATA 	Keypress: 3
80.4582 	DATA 	Keypress: 0
80.9382 	DATA 	Keypress: 0
81.9916 	DATA 	Mouse: Left button down, pos=(1014,243)
82.0060 	EXP 	New trial (rep=0, index=7): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
82.0214 	EXP 	text: autoDraw = False
82.0214 	EXP 	textbox: autoDraw = False
82.0214 	EXP 	Fixation: autoDraw = True
82.2061 	DATA 	Mouse:  Left button up, pos=(1014,243)
87.0211 	EXP 	Fixation: autoDraw = False
89.0046 	EXP 	polygon: autoDraw = True
89.9065 	DATA 	Keypress: space
89.9213 	EXP 	Fixation: autoDraw = False
89.9213 	EXP 	polygon: autoDraw = False
90.6044 	EXP 	Sound sound_1 started
91.0679 	EXP 	Sound sound_1 stopped
91.0887 	EXP 	text: autoDraw = True
91.0887 	EXP 	textbox: autoDraw = True
91.3389 	DATA 	Keypress: 5
91.4714 	DATA 	Keypress: 0
91.6722 	DATA 	Keypress: 0
92.9413 	DATA 	Mouse: Left button down, pos=(1014,243)
92.9557 	EXP 	New trial (rep=0, index=8): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
92.9712 	EXP 	text: autoDraw = False
92.9712 	EXP 	textbox: autoDraw = False
92.9712 	EXP 	Fixation: autoDraw = True
93.1727 	DATA 	Mouse:  Left button up, pos=(1014,243)
97.9713 	EXP 	Fixation: autoDraw = False
99.9545 	EXP 	polygon: autoDraw = True
100.5063 	DATA 	Keypress: space
100.5211 	EXP 	Fixation: autoDraw = False
100.5211 	EXP 	polygon: autoDraw = False
101.2042 	EXP 	Sound sound_1 started
101.6767 	EXP 	Sound sound_1 stopped
101.6877 	EXP 	text: autoDraw = True
101.6877 	EXP 	textbox: autoDraw = True
101.9223 	DATA 	Keypress: 3
102.0394 	DATA 	Keypress: 0
102.2389 	DATA 	Keypress: 0
103.5059 	DATA 	Mouse: Left button down, pos=(1014,243)
103.5069 	EXP 	New trial (rep=0, index=9): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
103.5217 	EXP 	text: autoDraw = False
103.5217 	EXP 	textbox: autoDraw = False
103.5217 	EXP 	Fixation: autoDraw = True
103.7231 	DATA 	Mouse:  Left button up, pos=(1014,243)
108.5219 	EXP 	Fixation: autoDraw = False
110.5049 	EXP 	polygon: autoDraw = True
111.0401 	DATA 	Keypress: space
111.0550 	EXP 	Fixation: autoDraw = False
111.0550 	EXP 	polygon: autoDraw = False
111.1384 	EXP 	Sound sound_1 started
111.6086 	EXP 	Sound sound_1 stopped
111.6210 	EXP 	text: autoDraw = True
111.6210 	EXP 	textbox: autoDraw = True
112.1557 	DATA 	Keypress: 2
112.3047 	DATA 	Keypress: 0
112.4879 	DATA 	Keypress: 0
113.6412 	DATA 	Mouse: Left button down, pos=(1014,243)
113.6555 	EXP 	New trial (rep=0, index=10): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
113.6709 	EXP 	text: autoDraw = False
113.6709 	EXP 	textbox: autoDraw = False
113.6709 	EXP 	Fixation: autoDraw = True
113.8721 	DATA 	Mouse:  Left button up, pos=(1014,243)
118.6708 	EXP 	Fixation: autoDraw = False
120.6541 	EXP 	polygon: autoDraw = True
121.0559 	DATA 	Keypress: space
121.0708 	EXP 	Fixation: autoDraw = False
121.0708 	EXP 	polygon: autoDraw = False
121.4539 	EXP 	Sound sound_1 started
121.9184 	EXP 	Sound sound_1 reached end of file
121.9386 	EXP 	text: autoDraw = True
121.9386 	EXP 	textbox: autoDraw = True
122.3223 	DATA 	Keypress: 4
122.4710 	DATA 	Keypress: 0
122.6218 	DATA 	Keypress: 0
123.7744 	DATA 	Mouse: Left button down, pos=(1014,243)
123.7895 	EXP 	New trial (rep=0, index=11): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
123.8049 	EXP 	text: autoDraw = False
123.8049 	EXP 	textbox: autoDraw = False
123.8049 	EXP 	Fixation: autoDraw = True
123.9893 	DATA 	Mouse:  Left button up, pos=(1014,243)
128.8047 	EXP 	Fixation: autoDraw = False
130.7880 	EXP 	polygon: autoDraw = True
131.4396 	DATA 	Keypress: space
131.4548 	EXP 	Fixation: autoDraw = False
131.4548 	EXP 	polygon: autoDraw = False
131.8380 	EXP 	Sound sound_1 started
132.3044 	EXP 	Sound sound_1 stopped
132.3209 	EXP 	text: autoDraw = True
132.3209 	EXP 	textbox: autoDraw = True
132.7384 	DATA 	Keypress: 3
132.8883 	DATA 	Keypress: 0
133.0381 	DATA 	Keypress: 0
134.0893 	DATA 	Mouse: Left button down, pos=(1014,243)
134.0904 	EXP 	New trial (rep=0, index=12): {'delay': 0.7, 'freq': 400, 'condition': 'unexp'}
134.1046 	EXP 	text: autoDraw = False
134.1046 	EXP 	textbox: autoDraw = False
134.1046 	EXP 	Fixation: autoDraw = True
134.3223 	DATA 	Mouse:  Left button up, pos=(1014,243)
139.1046 	EXP 	Fixation: autoDraw = False
141.0879 	EXP 	polygon: autoDraw = True
141.6230 	DATA 	Keypress: space
141.6383 	EXP 	Fixation: autoDraw = False
141.6383 	EXP 	polygon: autoDraw = False
142.3210 	EXP 	Sound sound_1 started
142.7959 	EXP 	Sound sound_1 reached end of file
142.8039 	EXP 	text: autoDraw = True
142.8039 	EXP 	textbox: autoDraw = True
143.0883 	DATA 	Keypress: 2
143.1885 	DATA 	Keypress: 0
143.4214 	DATA 	Keypress: 0
144.7052 	DATA 	Mouse: Left button down, pos=(1014,243)
144.7062 	EXP 	New trial (rep=0, index=13): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
144.7213 	EXP 	text: autoDraw = False
144.7213 	EXP 	textbox: autoDraw = False
144.7213 	EXP 	Fixation: autoDraw = True
144.9222 	DATA 	Mouse:  Left button up, pos=(1014,243)
149.7209 	EXP 	Fixation: autoDraw = False
